Algorithm 	 avg_turnaround 	 avg_wait 	 				total_time 	 				num_of_context_switches
sjn		0.0010485649108886719	0.0014900820595877512	0.0021691322326660156					13
priority		0.0010752677917480469	0.0015864201954432897	0.002264261245727539					13
fcfs		0.0010726451873779297	0.0016494989395141602	0.0023050308227539062					13
fcfs		0.0009732246398925781	0.0014126811708722795	0.0020380020141601562		13
fcfs		0.0013327598571777344	0.0019456659044538225	0.002733945846557617		13
fcfs		0.001102447509765625	0.0016135317938668387	0.002245187759399414		13
fcfs		0.0009746551513671875	0.0014534507478986467	0.0020668506622314453		13
fcfs		0.0011267662048339844	0.0015894344874790736	0.0022478103637695312		13
fcfs		0.0010423660278320312	0.0015083892004830496	0.0021712779998779297		13
sjn		0.0011522769927978516	0.0016420739037649973	0.002385854721069336		13
srtn		0.00110626220703125	0.001659120832170759	0.0023217201232910156		13
priority		0.001195669174194336	0.0017837285995483398	0.002482891082763672		13
fcfs		0.0010750293731689453	0.001569986343383789	0.0022101402282714844		13
fcfs		0.0014960765838623047	0.0042193787438528875	0.005335807800292969		13
fcfs		0.000986337661743164	0.0014682326998029435	0.002089977264404297		13
fcfs		0.001157522201538086	0.0016770362854003906	0.0023131370544433594		13
fcfs		0.0010867118835449219	0.0016655921936035156	0.0023360252380371094		13
fcfs		0.001201629638671875	0.001738429069519043	0.002468109130859375		13
fcfs		0.0010738372802734375	0.0015704291207449777	0.0022079944610595703		13
fcfs		0.0014903545379638672	0.003680535725184849	0.004449129104614258		13
fcfs		0.00103759765625	0.0017401320593697684	0.0023560523986816406		13
priority		0.0012502670288085938	0.0017649105616978236	0.0024788379669189453		13
priority		0.0010178089141845703	0.002197061266217913	0.0028412342071533203		13
priority		0.0014431476593017578	0.004362140383039202	0.005117177963256836		13
fcfs		0.0014858245849609375	0.0031756673540387836	0.0038919448852539062		13
sjn		0.0017843246459960938	0.003409947667803083	0.004400014877319336		13
fcfs		0.0015485286712646484	0.005750315529959542	0.0069141387939453125		13
fcfs		0.001153707504272461	0.001663344247000558	0.0023097991943359375		13
fcfs		0.001071929931640625	0.001630885260445731	0.002262115478515625		13
fcfs		0.0010471343994140625	0.00151651246207101	0.0021638870239257812		13
sjn		0.0014543533325195312	0.004382133483886719	0.005180835723876953		13
priority		0.0010623931884765625	0.001606260027204241	0.002233743667602539		13
sjn		0.0011417865753173828	0.0016530581883021764	0.0023429393768310547		13
sjn		0.0012977123260498047	0.001831378255571638	0.0025191307067871094		13
fcfs		0.001592397689819336	0.0033679519380841938	0.0041048526763916016		13
fcfs		0.0010819435119628906	0.001571978841509138	0.0022063255310058594		13
sjn		0.0011680126190185547	0.001647012574332101	0.0023300647735595703		13
sjn		0.0010941028594970703	0.001603433064052037	0.0022509098052978516		13
fcfs		0.0010895729064941406	0.001671297209603446	0.002299070358276367		13
sjn		0.0010194778442382812	0.0015560047967093332	0.0022552013397216797		13
fcfs		0.001382589340209961	0.0029765197208949496	0.003676176071166992		13
sjn		0.0011129379272460938	0.001563753400530134	0.0022459030151367188		13
sjn		0.002602100372314453	0.010195493698120117	0.005146980285644531		44
sjn		0.002727985382080078	0.017738001687186106	0.007897138595581055		44
sjn		0.0024013519287109375	0.009668384279523577	0.004957914352416992		44
